Date,Open,High,Low,Close,Volume
29-Dec-14,127.08,127.60,126.86,127.37,203629
26-Dec-14,127.00,128.29,127.00,128.10,160090
24-Dec-14,127.20,127.33,126.76,126.76,79976
23-Dec-14,126.74,127.31,126.56,126.76,188191
22-Dec-14,126.30,126.89,125.93,126.64,597989
19-Dec-14,126.72,127.46,126.52,127.01,396747
18-Dec-14,124.13,124.79,123.82,124.74,306688
17-Dec-14,122.00,123.63,122.00,123.22,338976
16-Dec-14,122.36,123.48,121.75,121.94,543850
15-Dec-14,123.54,123.81,121.06,121.55,597098
12-Dec-14,125.66,126.07,124.52,124.54,350144
11-Dec-14,126.55,127.33,125.87,126.09,251933
10-Dec-14,126.90,126.91,125.12,125.49,510048
9-Dec-14,127.85,128.42,126.82,128.36,472106
8-Dec-14,129.04,129.19,128.25,128.42,359494
5-Dec-14,128.86,129.30,128.47,129.03,423536
4-Dec-14,128.81,128.81,128.10,128.60,506714
3-Dec-14,127.50,127.89,127.12,127.71,471259
2-Dec-14,126.56,127.03,126.32,126.57,496387
1-Dec-14,124.66,125.57,124.55,124.94,486011
28-Nov-14,122.91,123.33,122.44,123.13,234417
26-Nov-14,121.99,122.00,121.41,121.70,291794
25-Nov-14,121.75,121.99,121.74,121.81,190176
24-Nov-14,121.49,121.74,121.30,121.46,660984
21-Nov-14,120.61,121.70,120.61,121.29,920484
20-Nov-14,119.75,120.03,119.51,119.72,162970
19-Nov-14,120.07,120.52,119.46,120.35,389663
18-Nov-14,119.68,120.39,119.57,120.07,332386
17-Nov-14,118.50,119.14,118.08,118.59,324060
14-Nov-14,119.58,119.88,119.23,119.82,214214
13-Nov-14,119.65,120.37,119.65,119.82,269844
12-Nov-14,118.74,118.94,118.11,118.79,252844
11-Nov-14,118.50,119.43,118.43,119.14,526112
10-Nov-14,117.81,118.29,117.50,117.97,429760
7-Nov-14,118.43,118.67,117.68,118.67,570783
6-Nov-14,119.52,119.98,119.02,119.83,435494
5-Nov-14,121.03,121.75,120.41,121.37,394133
4-Nov-14,119.50,119.72,118.31,119.40,569633
3-Nov-14,121.30,122.03,120.81,122.00,857749
31-Oct-14,119.05,121.44,118.50,121.35,1280631
30-Oct-14,114.80,116.30,114.79,115.86,194900
29-Oct-14,116.00,116.65,115.26,115.81,245793
28-Oct-14,114.65,115.10,114.11,115.10,389900
27-Oct-14,114.32,114.85,113.86,114.34,198460
24-Oct-14,114.41,114.65,113.87,114.51,312481
23-Oct-14,113.25,114.15,112.93,113.41,408288
22-Oct-14,113.11,113.42,112.20,112.27,413650
21-Oct-14,112.36,113.47,112.13,113.35,665387
20-Oct-14,112.33,113.50,112.30,113.31,408940
17-Oct-14,108.99,110.39,108.94,109.79,469117
16-Oct-14,108.99,110.84,108.62,110.18,441672
15-Oct-14,109.78,110.38,108.40,110.06,632551
14-Oct-14,111.94,112.04,111.26,111.62,759435
13-Oct-14,114.17,114.67,112.59,112.67,425679
10-Oct-14,115.01,115.75,113.85,113.97,448360
9-Oct-14,116.21,116.30,114.24,114.52,371177
8-Oct-14,115.58,116.35,114.23,116.26,445968
7-Oct-14,117.00,117.14,115.80,115.82,405140
6-Oct-14,116.61,117.22,116.41,116.70,339193
3-Oct-14,115.70,116.31,115.48,116.16,281533
2-Oct-14,115.02,115.18,113.64,114.48,507323
1-Oct-14,117.94,117.99,116.46,116.65,676844
30-Sep-14,117.90,118.11,117.04,117.53,481681
29-Sep-14,118.07,118.15,117.08,117.52,365739
26-Sep-14,118.24,118.80,118.11,118.65,271281
25-Sep-14,119.02,119.43,117.78,117.87,437848
24-Sep-14,118.06,118.91,118.03,118.85,272877
23-Sep-14,118.98,119.00,118.02,118.25,314509
22-Sep-14,119.11,119.81,118.91,119.01,409738
19-Sep-14,119.30,119.40,118.56,118.76,262057
18-Sep-14,118.82,119.50,118.74,119.43,359899
17-Sep-14,117.39,117.94,116.88,117.35,262818
16-Sep-14,117.24,117.85,117.02,117.59,321139
15-Sep-14,116.98,117.28,116.69,117.16,176693
12-Sep-14,117.38,117.40,116.83,117.11,233396
11-Sep-14,116.26,116.48,116.00,116.37,189628
10-Sep-14,116.07,116.59,115.78,116.49,359544
9-Sep-14,115.40,115.45,114.97,115.02,323432
8-Sep-14,116.16,116.31,115.51,116.04,219118
5-Sep-14,116.09,116.42,115.92,116.39,162237
4-Sep-14,116.19,116.76,115.90,116.05,382695
3-Sep-14,116.12,116.36,115.85,115.96,244310
2-Sep-14,115.94,116.21,115.73,116.20,293993
29-Aug-14,114.50,114.56,113.92,114.32,170331
28-Aug-14,114.60,114.90,114.03,114.43,281382
27-Aug-14,115.10,115.19,114.76,114.91,268831
26-Aug-14,115.13,115.70,114.92,115.08,250964
25-Aug-14,114.77,115.15,114.66,114.87,238886
22-Aug-14,114.78,114.78,113.94,114.09,476990
21-Aug-14,115.75,116.25,115.71,115.78,263917
20-Aug-14,115.62,115.88,115.20,115.70,320283
19-Aug-14,117.10,117.21,116.81,116.95,222018
18-Aug-14,117.01,117.47,117.01,117.21,156882
15-Aug-14,117.25,117.38,116.26,116.89,220267
14-Aug-14,117.47,117.79,117.25,117.74,181474
13-Aug-14,117.85,118.33,117.77,117.93,217832
12-Aug-14,117.07,117.55,116.83,117.24,242541
11-Aug-14,116.73,117.20,116.50,116.76,264818
8-Aug-14,116.64,117.66,116.15,117.63,254436
7-Aug-14,117.46,118.08,116.43,116.68,260439
6-Aug-14,116.13,116.76,115.43,116.61,429444
5-Aug-14,119.01,119.82,118.51,119.03,360271
4-Aug-14,117.93,118.33,117.62,118.12,131359
1-Aug-14,117.71,118.08,117.29,117.59,206880
31-Jul-14,119.31,119.71,117.94,117.99,290865
30-Jul-14,120.52,120.52,119.54,120.04,293059
29-Jul-14,120.59,121.46,120.50,120.58,399224
28-Jul-14,119.96,120.76,119.75,120.58,172782
25-Jul-14,119.92,120.00,119.32,119.63,140159
24-Jul-14,119.61,119.99,119.37,119.38,152615
23-Jul-14,119.39,119.65,119.05,119.43,171208
22-Jul-14,118.72,119.42,118.72,119.18,117655
21-Jul-14,118.69,119.00,118.03,118.66,143856
18-Jul-14,118.84,118.98,118.35,118.90,207982
17-Jul-14,119.20,119.48,118.20,118.38,244726
16-Jul-14,119.40,119.52,119.11,119.15,181257
15-Jul-14,119.00,119.09,118.33,118.71,187696
14-Jul-14,119.37,119.49,118.89,119.00,166822
11-Jul-14,118.41,118.80,118.12,118.52,347304
10-Jul-14,117.48,118.39,116.61,118.05,466739
9-Jul-14,119.80,120.29,119.00,120.04,292366
8-Jul-14,120.94,120.94,119.63,120.30,343415
7-Jul-14,121.25,121.80,120.86,121.16,328725
3-Jul-14,121.35,121.90,121.05,121.73,195943
2-Jul-14,122.34,122.35,121.63,121.88,223539
1-Jul-14,121.43,122.28,121.35,122.26,500984
30-Jun-14,119.75,119.88,119.44,119.66,506434
27-Jun-14,118.71,118.94,118.47,118.84,353306
26-Jun-14,118.00,118.00,117.29,117.65,195647
25-Jun-14,116.91,117.52,116.63,117.47,208787
24-Jun-14,117.26,117.39,116.50,116.55,219573
23-Jun-14,117.10,117.29,116.70,117.22,234072
20-Jun-14,118.21,118.42,117.72,118.22,513556
19-Jun-14,117.50,118.07,117.03,117.75,660337
18-Jun-14,114.84,116.22,114.64,116.05,360891
17-Jun-14,115.13,115.24,114.51,114.71,221974
16-Jun-14,114.27,114.66,113.90,114.48,225235
13-Jun-14,114.12,114.36,114.00,114.24,185200
12-Jun-14,114.78,115.29,114.11,114.26,292378
11-Jun-14,114.06,114.47,113.78,114.06,207004
10-Jun-14,113.68,114.12,113.38,113.87,349156
9-Jun-14,115.00,115.31,114.83,115.07,220163
6-Jun-14,114.62,115.46,114.52,115.15,370853
5-Jun-14,114.20,114.80,113.82,114.59,318647
4-Jun-14,114.51,114.66,113.39,114.48,558141
3-Jun-14,114.16,115.03,114.16,114.92,593582
2-Jun-14,114.12,114.19,113.27,113.95,662476
30-May-14,113.35,113.39,112.90,113.11,449726
29-May-14,111.29,111.71,111.07,111.49,348679
28-May-14,110.55,110.80,109.50,109.91,259051
